Sensor1,Sensor2
6,15
7,15
6,14
5,14
4,16
4,14
5,15
5,17
6,15
6,15
5,15
5,16
5,16
5,17
5,15
6,16
5,16
4,16
4,16
5,16
5,18
5,17
5,16
6,17
7,17
6,16
5,16
5,17
5,17
6,18
7,15
7,16
6,14
6,16
5,16
6,16
6,16
5,15
5,15
7,15
7,15
7,14
7,14
7,15
6,14
6,15
5,14
6,15
7,15
7,16
7,15
6,14
6,14
6,16
5,16
5,16
5,16
5,17
5,17
5,16
6,15
6,15
6,15
6,15
4,16
4,16
0,16
2,17
2,17
1,16
0,16
0,16
0,17
0,15
0,16
0,15
0,16
0,17
0,18
0,15
0,16
0,14
0,15
0,15
0,16
0,16
0,16
0,16
0,14
0,17
0,15
0,15
0,18
0,16
0,16
0,16
0,16
0,15
0,15
0,15
0,16
0,16
0,15
0,17
0,17
0,14
0,16
0,16
0,15
0,15
0,15
0,14
0,15
0,15
0,15
0,14
0,13
0,15
0,17
0,16
0,16
0,16
0,16
0,15
0,0
2,0
93,551
293,643
403,702
445,749
535,787
622,811
676,826
733,832
751,829
763,831
687,836
699,837
707,838
716,842
792,844
808,847
811,849
813,850
816,850
818,851
820,852
819,856
822,857
823,856
824,857
826,858
826,859
828,859
829,861
828,852
830,864
830,866
831,868
832,865
834,863
834,858
834,860
836,859
836,856
836,856
837,856
838,857
839,859
837,860
839,862
839,861
839,858
840,856
840,856
840,853
841,852
840,855
841,856
832,877
832,875
832,829
793,861
738,829
664,809
493,763
275,688
22,249
5,139
1,54
0,53
0,26
0,15
1,14
0,16
0,15
1,17
0,16
0,17
0,17
0,17
0,18
0,18
0,20
0,20
0,20
0,20
0,19
0,20
0,19
0,21
0,20
0,19
0,19
0,19
0,21
0,22
0,20
0,20
0,21
0,21
0,22
0,22
0,22
0,23
0,21
0,23
0,21
0,3
0,3
0,285
43,479
219,600
400,587
517,734
603,773
654,788
633,822
639,835
554,795
551,803
631,811
682,815
686,818
741,821
742,825
740,860
739,864
738,866
739,869
727,871
723,873
722,874
727,875
728,875
728,878
729,878
733,877
739,879
738,880
739,880
737,881
737,880
721,881
734,882
732,883
732,882
736,884
733,884
740,883
728,884
740,884
735,885
736,885
735,885
735,887
729,885
744,887
747,886
744,887
742,887
736,887
746,889
722,883
684,858
572,823
498,797
349,747
90,642
0,339
0,92
0,54
0,37
0,16
0,15
0,15
0,14
0,16
0,15
0,15
1,15
1,15
1,15
1,14
0,13
0,14
0,13
0,14
0,14
0,14
0,11
0,13
0,13
0,11
0,11
0,13
0,13
0,12
0,12
0,12
0,12
0,13
0,12
1,12
1,12
0,12
0,12
1,14
0,12
0,13
0,13
1,15
0,11
0,0
2,1
29,419
31,581
233,658
305,720
407,750
209,779
332,800
410,808
424,821
472,829
400,833
490,832
455,834
492,758
550,780
495,847
486,803
506,801
486,836
484,855
481,860
485,862
482,863
476,864
471,865
460,867
459,868
438,870
454,871
465,873
439,873
430,874
468,874
479,873
482,871
482,870
471,868
478,868
479,868
471,868
490,870
486,870
489,872
494,873
494,872
492,874
489,872
485,874
480,873
482,874
480,874
486,875
473,875
487,874
523,875
521,876
526,877
527,876
525,875
523,877
534,876
532,877
535,876
540,877
537,877
535,868
553,846
468,804
428,696
130,691
13,422
0,151
0,57
0,27
0,25
1,26
2,24
0,24
0,22
1,23
2,25
3,23
2,20
2,19
3,17
0,21
0,19
0,2
0,2
257,686
445,738
502,796
421,830
434,853
566,866
545,882
383,890
444,898
583,902
666,891
679,896
688,897
688,900
694,900
690,903
693,904
695,905
696,905
698,907
700,907
699,908
713,910
720,918
722,922
722,923
724,922
724,918
725,919
725,918
726,919
726,912
686,926
719,915
254,905
388,892
386,878
457,862
443,835
75,648
0,337
0,229
0,176
34,111
5,20
9,18
6,20
4,20
0,16
2,16
2,14
2,17
2,17
3,14
6,15
9,13
19,13
25,15
32,13
31,17
28,14
24,16
26,12
26,14
28,16
6,13
0,0
0,4
0,614
112,677
269,737
376,780
479,821
455,846
538,863
623,880
666,876
435,882
529,887
550,890
562,893
581,896
612,898
621,899
626,901
628,903
630,904
632,918
630,918
631,920
624,920
637,922
650,921
652,923
652,922
651,924
649,924
648,924
643,924
641,925
637,925
628,926
631,927
638,926
636,926
662,927
667,927
669,927
671,927
673,929
675,928
675,928
676,929
677,928
677,929
679,929
679,929
680,929
680,930
681,930
682,929
682,930
683,930
683,930
684,931
655,930
664,931
605,928
333,913
372,895
287,868
239,849
157,814
29,685
9,459
0,238
0,146
0,83
0,68
0,53
0,24
0,3
0,2
0,3
0,2
0,2
0,2
0,2
0,2
0,3
0,2
0,3
0,2
0,2
0,2
0,2
0,2
0,2
0,1
0,2
0,2
0,2
0,1
0,2
0,3
0,690
0,762
0,811
0,837
529,857
545,868
540,845
356,855
378,811
402,820
324,873
343,874
352,880
362,882
364,884
367,886
370,886
373,888
373,888
375,889
379,890
381,892
382,892
383,892
383,893
385,893
386,894
388,895
388,895
389,896
391,895
392,896
393,896
393,897
395,897
396,897
396,898
397,898
398,898
399,897
400,899
401,899
401,900
402,900
402,900
402,900
404,900
404,900
405,901
405,901
406,901
406,900
407,902
407,902
407,902
408,902
409,902
409,902
409,901
470,900
430,848
390,907
312,895
99,884
181,866
155,841
58,707
27,476
0,390
69,302
43,225
25,157
19,20
31,17
39,18
44,12
47,13
48,11
45,9
48,11
45,10
43,9
43,9
44,10
44,10
42,11
41,11
40,13
40,11
40,11
37,11
38,11
37,9
37,10
33,9
37,7
30,12
0,1
0,3
237,694
313,751
383,806
428,834
475,861
475,879
420,815
440,836
331,851
401,860
476,867
613,871
627,874
666,877
662,879
743,880
754,882
762,883
759,884
765,885
775,885
779,886
778,887
779,888
785,888
785,889
793,889
795,890
797,890
794,890
790,891
790,891
793,892
791,892
791,893
793,893
796,893
784,894
782,894
730,894
732,881
520,915
439,902
398,889
374,869
313,844
104,758
51,615
6,400
7,333
0,274
10,178
47,95
43,33
47,18
68,16
63,17
64,15
50,16
45,14
37,14
34,15
31,15
15,15
29,14
28,14
29,14
31,13
30,14
28,13
27,12
26,15
26,14
24,12
19,13
16,13
26,14
28,15
